surface_composition,facet,adsorbate,reaction_energy_eV
Pd3Cu,111,OH*,0.5139118826745062
Ru3Bi,111,OH*,-0.1105669276213348
Pd3Cu,111,OH*,0.9023259514768824
Pd3Cu,111,OH*,0.6355696261788353
Pd3Cu,111,OH*,1.422551011380051
Pd3Pt,111,OH*,1.061240705382147
Pd3Pt,111,OH*,0.6432984754836752
Pd3Pt,111,OH*,0.6798258126844985
Pd3Pt,111,OH*,0.8296804002792442
Pd3Pt,111,OH*,0.983303084180875
Pd3Pt,111,OH*,1.1629371299831064
Pd3Re,111,OH*,1.0476807285784844
Pd3Pt,111,OH*,1.5599165260836116
Pd3Re,111,OH*,-0.8605521234195521
Pd3Pt,111,OH*,0.5973369514803153
Pd3Rh,111,OH*,0.35772030807936517
Pd3Re,111,OH*,0.8434138496785408
Pd3Re,111,OH*,1.336622359079115
Pd3Rh,111,OH*,0.8684132200768317
Pd3Rh,111,OH*,0.702298334076545
Pd3Rh,111,OH*,1.3304053742766655
Pd3Rh,111,OH*,0.9396128944798647
Pd3Rh,111,OH*,0.3347258723778168
Pd3Rh,111,OH*,0.6951865028794373
Pd3Ru,111,OH*,0.7379434781768168
Pd3Rh,111,OH*,0.8712648370791385
Pd3Ru,111,OH*,1.0627079431804987
Pd3Ru,111,OH*,1.003050521482578
PdPt,101,OH*,0.6116314996805841
Pd3Ru,111,OH*,0.9105782117775334
Pd3Ru,111,OH*,-0.06979583912391263
PdPt,101,OH*,0.7416560633763538
PdPt,101,OH*,0.8323257549826621
PdPt,101,OH*,0.6920063084806998
PdPt,101,OH*,0.9649159439767345
PdPt,101,OH*,0.6846094379769738
PdPt,101,OH*,0.6193830705786922
PdRe,101,OH*,-0.09949828901801538
PdRe,101,OH*,-0.8315318628184514
Sn,111,OH*,0.28114897048078547
PdRe,101,OH*,-0.5341628666202496
PdRh,101,OH*,0.4334650997778908
Sn,111,OH*,0.18493291857964778
PdRh,101,OH*,0.1698514171774832
PdRh,101,OH*,0.5201536298781093
PdRh,101,OH*,0.8361594307797304
PdRh,101,OH*,0.3868857413807518
Pd,111,OH*,0.6588979455781327
PdRh,101,OH*,0.39370287328063114
Sn,111,OH*,0.2655656911782671
Pd,111,OH*,0.7836409157833941
PdRu,101,OH*,-0.2792082546176289
PdRu,101,OH*,0.9257274694799662
PdRu,101,OH*,0.8833458751804528
Pt3Ag,111,OH*,0.5567563426783408
IrRe,101,OH*,0.7446038725801145
Pt3Ag,111,OH*,1.515758436577812
Pd,111,OH*,1.4289848709821626
Pt3Ag,111,OH*,1.007923128080506
PdRu,101,OH*,0.10417510958075127
Ag3Ir,111,OH*,1.1868364803784743
Pt3Ag,111,OH*,1.002783305780099
Mn,111,OH*,-2.3327796930271916
Os3Ag,111,OH*,-0.00545914781389456
Pt3Ag,111,OH*,0.6929972109836626
Pt3Au,111,OH*,1.1704047500796833
Pt3Ag,111,OH*,2.1001797769830546
Os3Bi,111,OH*,0.1630525169792918
Os3Cu,111,OH*,0.2834770403759421
Os3Pd,111,OH*,0.20438252728206407
Pt3Au,111,OH*,1.02949141508077
Ag3Os,111,OH*,1.2261301267834597
Os3Au,111,OH*,0.06203419997916626
OsRu,101,OH*,0.1712294017787599
Os3Pt,111,OH*,0.32095650397684494
Pd3Os,111,OH*,1.2323790849776515
Pt3Au,111,OH*,0.7544422844811152
Os3Re,111,OH*,0.1745255165777735
Os3Rh,111,OH*,0.36358191227998304
OsRe,101,OH*,0.12087283108201063
Pt3Au,111,OH*,1.4439539892781568
Os3Re,111,OH*,0.39529827677768026
Os3Ru,111,OH*,0.41820128228289377
OsRe,101,OH*,-0.2189008891210733
Pt3Bi,111,OH*,0.5845314103834198
Ag3Tc,111,OH*,1.1675721811815265
Pt3Os,111,OH*,1.6536743015793718
Pt3Tc,111,OH*,1.63458755668114
Pt3Zn,111,OH*,1.06047062317964
Pt3Zn,111,OH*,0.8346751857797017
Re3Os,111,OH*,-0.5568792021214222
Re3Os,111,OH*,-0.17382536781872204
Pt3Bi,111,OH*,0.9021195531794319
Pt3Bi,111,OH*,0.5014633548825032
Re3Tc,111,OH*,-0.5868451943198352
Re3Tc,111,OH*,-0.6010211008207307
Re3Zn,111,OH*,-0.7407965918201853
ReTc,101,OH*,-0.6652319393170956
Rh3Ir,111,OH*,0.5510463058825508
Rh3Os,111,OH*,0.6602515758794425
Pt3Bi,111,OH*,1.4219828376780015
ReTc,101,OH*,-0.6700844094185641
Rh3Os,111,OH*,0.5652411242780317
Pt3Bi,111,OH*,1.2004327843795863
Ag3Zn,111,OH*,0.6672993241853646
Pt3Bi,111,OH*,0.9449740813842027
Ag3Zn,111,OH*,0.17811007218267605
RhZn,101,OH*,0.28852461608482827
RhZn,101,OH*,0.3607953304789362
RhZn,101,OH*,0.23501315758483088
RhZn,101,OH*,0.9942817891832192
Pt3Bi,111,OH*,0.6403584215776164
Rh3Tc,111,OH*,0.5674447021782498
Rh3Tc,111,OH*,-0.05650062902270747
Rh3Zn,111,OH*,0.2438661092791108
RhZn,101,OH*,0.5521127199798457
RhZn,101,OH*,0.26275706827880185
RhZn,101,OH*,1.0201292024838722
Ru3Ir,111,OH*,0.11698323587995674
HfRh-bcc,101-5%,OH*,-1.7873007001326187
HfRu-bcc,101,OH*,-1.5729837047547335
HfRu-bcc,101,OH*,-0.29434513110027183
HfRu-bcc,101,OH*,-1.3316678464179859
HfRu-bcc,101,OH*,0.5838324859651038
HfRu-bcc,101,OH*,-1.7993771122928592
HfRu-bcc,101+3%,OH*,-1.8545413902393193
GaRh-bcc,101+8%,OH*,0.16279822654178133
HfRu-bcc,101+5%,OH*,-1.878123727889033
HfRu-bcc,101-3%,OH*,-1.7348113012340036
HfRu-bcc,101-5%,OH*,-1.6878728885785677
In3Sc-fcc,111,OH*,0.746217643692944
In3Sc-fcc,111,OH*,0.5183593112960807
In3Sc-fcc,111,OH*,-0.961600100807118
In3Sc-fcc,111+3%,OH*,-1.1146810061036376
GaRh-bcc,101-1%,OH*,0.5382404925767332
In3Sc-fcc,111+5%,OH*,-1.2222466541279573
In3Sc-fcc,111-3%,OH*,-0.8311404270789353
In3Sc-fcc,111-5%,OH*,-0.7727125518140383
GaRh-bcc,101-2%,OH*,0.5663506684577442
GaRh-bcc,101-3%,OH*,0.5892573474484379
In3Y-fcc,111,OH*,0.7799016633798601
In3Y-fcc,111,OH*,-0.9299218322194065
In3Y-fcc,111+3%,OH*,-1.0942648490236024
In3Y-fcc,111+5%,OH*,-1.214613180665765
In3Y-fcc,111-3%,OH*,-0.7872084641749097
In3Y-fcc,111-5%,OH*,-0.7289854906230175
GaRh-bcc,101-5%,OH*,0.4565662041932228
InPd-bcc,101,OH*,0.3522279623466602
InPd-bcc,101+2%,OH*,0.36726538124639774
InPd-bcc,101+5%,OH*,0.35032751930339145
InPd-bcc,101+8%,OH*,0.264062398342503
InPd-bcc,101-1%,OH*,0.33227535118930973
InPd-bcc,101-2%,OH*,0.302498886223475
InPd-bcc,101-3%,OH*,0.273912647189718
InRh-bcc,101,OH*,0.4334923112473916
InRh-bcc,101+2%,OH*,0.33637705913133686
InRh-bcc,101+5%,OH*,0.19633135910407873
InRh-bcc,101+8%,OH*,0.0470171896085958
InRh-bcc,101-1%,OH*,0.4759749958466273
InRh-bcc,101-2%,OH*,0.5214916136901593
InRh-bcc,101-3%,OH*,0.5645420638247742
InRh-bcc,101-5%,OH*,0.6407570683295489
Ir-fcc,111,OH*,0.7625588960436289
Ir-fcc,111,OH*,0.9813114830540144
Ir-fcc,111,OH*,1.2944463468302274
Ir-fcc,111+2%,OH*,0.6367968595732236
Ir-fcc,111+5%,OH*,0.45133263873140095
Ir-fcc,111+8%,OH*,0.06256550224497914
Ir-fcc,111-1%,OH*,0.8207010517799063
Ir-fcc,111-2%,OH*,0.8731197010783944
Ir-fcc,111-3%,OH*,0.9185403988085454
Ir-fcc,111-5%,OH*,0.9716775647102622
Hf-hcp,0001,OH*,-2.5439086025835422
Ir3Ti-fcc,111,OH*,1.0301624478233862
Ir3Ti-fcc,111,OH*,-0.5640876337056397
Ir3Ti-fcc,111,OH*,0.5041925206314772
Ir3Ti-fcc,111,OH*,0.2502028241942753
Ir3Ti-fcc,111,OH*,-0.6679413768579252
Ir3Ti-fcc,111+3%,OH*,-0.7177854210822261
Ir3Ti-fcc,111+5%,OH*,-0.5051304970256751
Ir3Ti-fcc,111-3%,OH*,-0.6984420728040277
Hf-hcp,0001,OH*,-2.2493015619111247
Hf-hcp,0001,OH*,-1.4069435139426787
HfOs-bcc,101,OH*,-1.3349453215414542
Ir3Zr-fcc,111,OH*,1.5919078616716433
Ir3Zr-fcc,111,OH*,-0.6640023929867311
Ir3Zr-fcc,111,OH*,0.5434314722224372
Ir3Zr-fcc,111,OH*,-0.7779692469484871
Ir3Zr-fcc,111+3%,OH*,-0.790205117824371
Ir3Zr-fcc,111+5%,OH*,-0.4931041538147838
Ir3Zr-fcc,111-3%,OH*,-0.8677495344745694
Ir3Zr-fcc,111-5%,OH*,-1.0622618125707959
MgPd-bcc,101,OH*,-0.8857851036482316
MgPd-bcc,101,OH*,0.42510889203913393
MgPd-bcc,101,OH*,0.06015280489009456
MgPd-bcc,101,OH*,1.150114037496678
MgPd-bcc,101,OH*,-0.9064759596549266
MgPd-bcc,101,OH*,-0.13097764241319965
MgRh-bcc,101,OH*,-0.7831059398813522
MgRh-bcc,101,OH*,-0.07375427905935794
MgRh-bcc,101,OH*,0.33881138953438494
MgRh-bcc,101,OH*,0.6809707316788263
MgRh-bcc,101,OH*,-0.8411388419117429
MgRh-bcc,101,OH*,-0.32177556661190465
MgSc-bcc,101,OH*,-1.3102130308070628
MgSc-bcc,101,OH*,-2.384885003160889
MgSc-bcc,101,OH*,-1.5060182578054082
MgSc-bcc,101,OH*,-1.704773879093409
MgSc-bcc,101,OH*,-2.438056047234568
HfOs-bcc,101,OH*,-0.020277379029721487
MnV-bcc,101,OH*,-1.0578093498770613
MnV-bcc,101,OH*,-1.4300048896548105
MnV-bcc,101,OH*,-0.028656308350036852
MnV-bcc,101,OH*,-0.8584358941225219
MnV-bcc,101,OH*,-1.1703697834673221
MnV-bcc,101,OH*,-1.606966097264376
MnV-bcc,101+3%,OH*,-1.659061339283653
MnV-bcc,101+5%,OH*,-1.6713048293313477
MnV-bcc,101-3%,OH*,-1.5169466216830187
MnV-bcc,101-5%,OH*,-1.4530702110205311
HfOs-bcc,101,OH*,-1.1010300072157406
HfOs-bcc,101,OH*,0.5578159539581975
HfOs-bcc,101,OH*,-1.6723399503753171
Mo-bcc,110,OH*,-1.1770971178484615
Mo-bcc,110,OH*,-0.8634187066745653
Mo-bcc,110,OH*,-0.5222823765070643
Mo-bcc,110,OH*,-0.9357626197052014
HfOs-bcc,101+3%,OH*,-1.7671780178279732
Nb-bcc,110,OH*,-1.8036431770015042
Nb-bcc,110,OH*,-1.742747365275136
Nb-bcc,110,OH*,-0.7956264418244245
Nb-bcc,110,OH*,-1.4159439512732206
Nb-bcc,110+2%,OH*,-1.8346176231461868
Nb-bcc,110+5%,OH*,-1.83146981025493
HfOs-bcc,101+5%,OH*,-1.8242348475250765
Nb-bcc,110-2%,OH*,-1.7582936370527023
Nb-bcc,110-5%,OH*,-1.6643925936041342
HfOs-bcc,101-3%,OH*,-1.582711366318108
NdAg-bcc,101,OH*,-2.0997407212271355
NdAg-bcc,101,OH*,-0.608743147317
NdAg-bcc,101,OH*,-1.4913034298624552
NdAg-bcc,101,OH*,0.4287843336642254
NdAg-bcc,101,OH*,-2.1284675070601224
NdAg-bcc,101+3%,OH*,-2.145416525672772
Tc,111,OH*,-0.5251329050180402
NdAg-bcc,101+5%,OH*,-2.15522446081377
NdAg-bcc,101-3%,OH*,-2.1193006721223355
NdAg-bcc,101-5%,OH*,-2.1159027866160613
HfOs-bcc,101-5%,OH*,-1.5319350600839243
HfRh-bcc,101,OH*,-1.6800462142928154
NdMg-bcc,101,OH*,-2.0617930858570617
NdMg-bcc,101,OH*,-1.3856670689528983
NdMg-bcc,101,OH*,-1.337486592685309
NdMg-bcc,101,OH*,-0.6522480275525595
NdMg-bcc,101,OH*,-2.165527371031203
NdMg-bcc,101+3%,OH*,-2.198156813534297
NdMg-bcc,101+5%,OH*,-2.21109868376152
Tc,111,OH*,-0.8103178680204337
NdMg-bcc,101-3%,OH*,-2.1094760019805108
NdMg-bcc,101-5%,OH*,-2.057568790623918
NdZn-bcc,101,OH*,-1.8787376167238108
NdZn-bcc,101,OH*,-0.6247906527787563
NdZn-bcc,101,OH*,-1.1952657506844844
NdZn-bcc,101,OH*,-1.8899836734999553
NdZn-bcc,101,OH*,-0.6400256263223127
NdZn-bcc,101+3%,OH*,-1.9404448719142238
NdZn-bcc,101+5%,OH*,-1.9729660131124547
NdZn-bcc,101-3%,OH*,-1.8699145976206637
NdZn-bcc,101-5%,OH*,-1.9071994997284492
Ni-fcc,111,OH*,0.027117504592752084
Ni-fcc,111,OH*,0.5660064444527961
Ni-fcc,111,OH*,1.0370644792856183
Ni-fcc,111+2%,OH*,-0.07451293243502732
Ni-fcc,111+5%,OH*,-0.22358682542108
Ni-fcc,111+8%,OH*,-0.3625457027810626
HfRh-bcc,101,OH*,0.15708478831948014
Ni-fcc,111-1%,OH*,0.07789517140190583
Ni-fcc,111-2%,OH*,0.12979462748626247
Ni-fcc,111-3%,OH*,0.18360146555642132
Ni3Fe-fcc,111,OH*,4.96113406335644
Ni-fcc,111-5%,OH*,0.29211638269771356
Ni3Fe-fcc,111+5%,OH*,5.377027548136539
Ni3Al-fcc,111,OH*,-0.32674354895425495
Ni3Al-fcc,111,OH*,0.050255616413778625
Ni3Al-fcc,111+3%,OH*,-0.44728453720745165
Ni3Al-fcc,111+5%,OH*,-0.5276730877085356
Ni3Al-fcc,111-3%,OH*,-0.215470349889074
Ni3Al-fcc,111-5%,OH*,-0.15282294137432473
Tc,111,OH*,0.10338570728060859
Ni3Fe-fcc,111,OH*,4.8784638383222045
Ni3Fe-fcc,111,OH*,5.587688966203132
Pd-fcc,111,OH*,0.7076423777507443
Pd-fcc,111,OH*,0.8468540488647704
Pd-fcc,111,OH*,1.6354089323122025
Pd-fcc,111+2%,OH*,0.5891410187814472
Pd-fcc,111+5%,OH*,0.43886628743894107
Pd-fcc,111+8%,OH*,0.25674988315222436
Ni3Fe-fcc,111-3%,OH*,4.51817749676411
Pd-fcc,111-1%,OH*,0.7773171261396783
Pd-fcc,111-2%,OH*,0.886536409958353
Pd-fcc,111-3%,OH*,0.9572401568275382
Pd-fcc,111-5%,OH*,1.080965285154889
Ni3Fe-fcc,111-5%,OH*,4.283514005423058
Pd3Y-fcc,111,OH*,0.9551218866472482
Pd3Y-fcc,111,OH*,-0.5860066755303706
Pd3Y-fcc,111,OH*,0.6031746097214636
Pd3Y-fcc,111,OH*,-0.5544367082547978
Pd3Y-fcc,111+3%,OH*,-0.6508051439268456
Pd3Y-fcc,111+5%,OH*,-0.690085184707641
Pd3Y-fcc,111-3%,OH*,-0.5114204084111407
Pd3Y-fcc,111-5%,OH*,-0.7041112925235211
Ni3Mn-fcc,111,OH*,0.10822810915124137
Pt-fcc,111,OH*,1.1867352539557032
Pt-fcc,111,OH*,1.4962235201892327
Ni3Mn-fcc,111,OH*,-0.37986207506037317
Pt-fcc,111+2%,OH*,0.9211800390985445
Ni3Mn-fcc,111,OH*,0.019094092000159435
Pt-fcc,111+5%,OH*,0.6205308467033319
Ni3Mn-fcc,111,OH*,-0.2560053796914872
MoB2-Re-B-1,001,OH*,-4.585005239999873
MoB2-Re-B-1,001,OH*,-4.2917073499999105
MoB2-Re-B-1,001,OH*,-4.525344809999865
MoB2-Re-B-1,001,OH*,-2.8959553099999766
MoB2-Re-B-1,001,OH*,-4.791448189999983
MoB2-Re-B-1,001,OH*,-4.814563509999971
MoB2-Re-B-1,001,OH*,-4.11496555999986
MoB2-Re-B-1,001,OH*,-4.814250119999883
MoB2-Re-B-1,001,OH*,-4.807398260000014
MoB2-Re-B-1,001,OH*,-4.246054719999961
MoB2-Re-B-1,001,OH*,-4.173459839999964
MoB2-Re-B-1,001,OH*,-4.072354379999865
MoB2-Re-B-1,001,OH*,-4.262843090000047
Tl,111,OH*,0.8927293127788971
MoB2-V-B00,001,OH*,-4.31423264
MoB2-V-B00,001,OH*,-4.348710609999898
MoB2-V-B00,001,OH*,-4.315906709999922
MoB2-V-B00,001,OH*,-4.314679159999969
MoB2-V-B00,001,OH*,-4.313201539999795
MoB2-V-B00,001,OH*,-4.122908259999804
MoB2-V-B00,001,OH*,-4.280609589999813
MoB2-V-B00,001,OH*,-4.074102029999949
MoB2-V-B00,001,OH*,-4.036264399999823
MoB2-V-B00,001,OH*,-4.03544455999986
MoB2-V-B00,001,OH*,-4.070360659999892
MoB2-V-B00,001,OH*,-4.282060509999951
MoB2-V-B00,001,OH*,-4.0741924299999255
MoB2-Re-B-1,001,OH*,-4.013078150000069
MoB2-Re-B-1,001,OH*,-4.584172249999938
MoB2-Re-B-1,001,OH*,-4.55801608999991
MoB2-V-B00,001,OH*,-4.3193046499999355
MoB2-V-B00,001,OH*,-4.3473020699998415
MoB2-Re-B-1,001,OH*,-4.342819659999918
MoB2-V-B00,001,OH*,-4.32110914999987
MoB2-V-B00,001,OH*,-4.319710669999836
MoB2-V-B00,001,OH*,-4.221960709999848
MoB2-V-B00,001,OH*,-4.129377309999768
MoB2-V-B00,001,OH*,-4.19111369999996
MoB2-V-B00,001,OH*,-4.191843069999777
MoB2-V-B01,001,OH*,-4.25187713999992
MoB2-V-B01,001,OH*,-4.819582149999974
MoB2-V-B01,001,OH*,-4.252645949999874
MoB2-V-B01,001,OH*,-4.252379889999929
MoB2-V-B01,001,OH*,-4.251422929999876
MoB2-V-B01,001,OH*,-4.212321359999919
MoB2-V-B01,001,OH*,-4.224172369999906
MoB2-V-B01,001,OH*,-4.103308739999989
MoB2-V-B01,001,OH*,-4.00892161999991
MoB2-V-B01,001,OH*,-4.00398397999993
MoB2-V-B01,001,OH*,-4.041809940000007
MoB2-V-B01,001,OH*,-4.224590289999924
MoB2-V-B01,001,OH*,-4.106085819999976
MoB2-V-B01,001,OH*,-4.252822869999932
MoB2-V-B01,001,OH*,-4.819538079999916
MoB2-V-B01,001,OH*,-4.819270319999987
MoB2-V-B01,001,OH*,-4.2549750999999105
MoB2-V-B01,001,OH*,-4.223672109999939
MoB2-V-B01,001,OH*,-4.2123598299999685
MoB2-V-B01,001,OH*,-3.078753029999916
MoB2-V-B01,001,OH*,-3.0784286399998564
MoB2-V-B01,001,OH*,-3.5137713799998664
MoB2-V-B01,001,OH*,-4.21354746999998
MoB2-V-B01,001,OH*,-4.222552099999916
MoB2-Ti-B01,001,OH*,-4.290012029999957
MoB2-Ti-B01,001,OH*,-4.678202349999992
MoB2-Ti-B01,001,OH*,-4.307422470000006
MoB2-Ti-B01,001,OH*,-4.290285949999884
MoB2-Ti-B01,001,OH*,-4.288796919999982
MoB2-Ti-B01,001,OH*,-4.139050790000056
MoB2-Ti-B01,001,OH*,-4.250632799999835
MoB2-Ti-B01,001,OH*,-4.099189490000072
MoB2-Ti-B01,001,OH*,-4.0793251399999235
MoB2-Ti-B01,001,OH*,-4.052438789999883
MoB2-Ti-B01,001,OH*,-4.085320779999961
MoB2-Ti-B01,001,OH*,-4.275689869999951
MoB2-Ti-B01,001,OH*,-4.138913210000055
MoB2-Ti-B01,001,OH*,-4.344473259999859
MoB2-Ti-B01,001,OH*,-4.677338359999908
MoB2-Ti-B01,001,OH*,-4.676630599999953
MoB2-Ti-B01,001,OH*,-4.675514789999966
MoB2-Re-B-1,001,OH*,-4.3426823099999865
MoB2-Re-B-1,001,OH*,-4.018010699999991
MoB2-Ti-B01,001,OH*,-4.250195739999981
MoB2-Ti-B01,001,OH*,-4.2278553399999055
MoB2-Ti-B01,001,OH*,-3.854782279999995
MoB2-Ti-B01,001,OH*,-3.2714928799999825
MoB2-Ti-B01,001,OH*,-2.9553865199999336
MoB2-Ti-B01,001,OH*,-4.031448029999979
MoB2-Ti-B01,001,OH*,-4.22855557999992
MoB2-Ti-B01,001,OH*,-4.24951233999991
MoB2-Re-B-1,001,OH*,-4.317122919999974
MoB2-Cr-B02,001,OH*,-4.363188229999992
MoB2-Cr-B02,001,OH*,-4.7877575500000376
MoB2-Re-B-1,001,OH*,-4.380351949999977
MoB2-Cr-B02,001,OH*,-4.782641820000094
MoB2-Re-B-1,001,OH*,-4.574436809999952
MoB2-Cr-B02,001,OH*,-4.717745589999936
MoB2-Cr-B02,001,OH*,-4.361041279999995
MoB2-Re-B-1,001,OH*,-4.574782599999935
MoB2-Ti-B00,001,OH*,-4.204689759999724
MoB2-Cr-B02,001,OH*,-3.092647710000051
MoB2-Cr-B02,001,OH*,-3.2657270800000333
MoB2-Cr-B02,001,OH*,-4.097153930000104
MoB2-Cr-B02,001,OH*,-4.190385860000106
MoB2-Cr-B02,001,OH*,-4.066007289999902
MoB2-Cr-B02,001,OH*,-3.819333889999939
MoB2-Cr-B02,001,OH*,-4.064969570000017
MoB2-Cr-B02,001,OH*,-4.064822219999996
MoB2-Cr-B02,001,OH*,-4.065567540000075
MoB2-Cr-B02,001,OH*,-3.8514292600000317
MoB2-Cr-B02,001,OH*,-4.201170609999963
MoB2-Cr-B02,001,OH*,-3.267138980000027
MoB2-Cr-B02,001,OH*,-4.095285019999892
MoB2-Ti-B00,001,OH*,-4.369486469999742
MoB2-Cr-B02,001,OH*,-4.785144970000033
MoB2-Cr-B02,001,OH*,-4.786254339999914
MoB2-Ti-B00,001,OH*,-4.247957469999733
MoB2-Cr-B02,001,OH*,-4.785876219999977
MoB2-Cr-B02,001,OH*,-4.785660510000071
MoB2-Ti-B00,001,OH*,-4.206860299999789
MoB2-Cr-B02,001,OH*,-3.101886590000049
MoB2-Cr-B02,001,OH*,-3.264411780000046
MoB2-Ti-B00,001,OH*,-4.186866699999882
MoB2-Cr-B02,001,OH*,-4.112308280000093
MoB2-Cr-B02,001,OH*,-4.101156290000063
MoB2-Cr-B02,001,OH*,-4.061240249999969
MoB2-Cr-B02,001,OH*,-4.029215609999937
MoB2-Cr-B02,001,OH*,-3.877993659999902
MoB2-Cr-B02,001,OH*,-4.06280664999997
MoB2-Cr-B02,001,OH*,-4.110416320000013
MoB2-Cr-B02,001,OH*,-4.111851199999933
MoB2-Ti-B00,001,OH*,-4.023855219999746
MoB2-Ti-B00,001,OH*,-4.058131579999781
MoB2-Ti-B00,001,OH*,-4.185564059999706
MoB2-Ti-B00,001,OH*,-4.0020501099998
MoB2-Ti-B00,001,OH*,-4.322218279999902
MoB2-Ti-B00,001,OH*,-4.33965142999989
MoB2-Ti-B00,001,OH*,-4.339180529999794
MoB2-Ti-B00,001,OH*,-4.322848599999816
MoB2-Ti-B00,001,OH*,-4.048689409999838
MoB2-Ti-B00,001,OH*,-4.023970609999878
MoB2-Ti-B00,001,OH*,-4.0447892699997965
MoB2-Ti-B00,001,OH*,-4.046929649999811
MoB2-Cr-B00,001,OH*,-3.417331020000006
MoB2-Cr-B00,001,OH*,-4.653898920000074
MoB2-Cr-B00,001,OH*,-4.713130620000015
MoB2-Cr-B00,001,OH*,-4.668930980000027
MoB2-Cr-B00,001,OH*,-4.654353330000049
MoB2-Cr-B00,001,OH*,-4.6536352199999556
MoB2-Cr-B00,001,OH*,-4.03934262000007
MoB2-Cr-B00,001,OH*,-4.292967339999905
MoB2-Cr-B00,001,OH*,-4.499567650000017
MoB2-Cr-B00,001,OH*,-4.2902288200000385
MoB2-Cr-B00,001,OH*,-4.116892539999981
MoB2-Cr-B00,001,OH*,-4.242701019999913
MoB2-Cr-B00,001,OH*,-4.2426150300000245
MoB2-Cr-B00,001,OH*,-4.286037410000063
MoB2-Cr-B00,001,OH*,-4.133473239999944
MoB2-Cr-B00,001,OH*,-4.5245846599999595
MoB2-Cr-B00,001,OH*,-4.068670559999987
MoB2-Cr-B00,001,OH*,-4.2908528799999885
MoB2-Cr-B00,001,OH*,-4.669065459999956
MoB2-Cr-B00,001,OH*,-4.712831670000014
MoB2-Cr-B00,001,OH*,-4.7097361299998965
MoB2-Cr-B00,001,OH*,-4.6690872299999455
MoB2-Cr-B00,001,OH*,-3.10184057999993
MoB2-Ti-B03,001,OH*,-4.158377249999944
MoB2-Ti-B03,001,OH*,-3.950416789999963
MoB2-Ti-B03,001,OH*,-3.6948812199999566
MoB2-Ti-B03,001,OH*,-3.0640393999998423
MoB2-Ti-B03,001,OH*,-3.0379639299999326
MoB2-Ti-B03,001,OH*,-3.7000636599999552
MoB2-Ti-B03,001,OH*,-3.9779439799999636
MoB2-Ti-B03,001,OH*,-4.158338639999897
MoB2-Cr-B00,001,OH*,-4.487426639999967
MoB2-V-B03,001,OH*,-4.715536389999784
MoB2-V-B03,001,OH*,-4.745208219999768
MoB2-V-B03,001,OH*,-4.742527839999866
MoB2-V-B03,001,OH*,-4.716408759999922
MoB2-V-B03,001,OH*,-4.7145691799998986
MoB2-V-B03,001,OH*,-3.6397625699999026
MoB2-V-B03,001,OH*,-4.172052809999855
MoB2-Cr-B00,001,OH*,-4.293026679999912
MoB2-Cr-B00,001,OH*,-4.206152159999988
MoB2-V-B03,001,OH*,-4.683386129999917
MoB2-V-B03,001,OH*,-4.156541879999963
MoB2-V-B03,001,OH*,-3.6678407299999662
MoB2-V-B03,001,OH*,-3.999465379999833
MoB2-V-B03,001,OH*,-3.998848259999818
MoB2-V-B03,001,OH*,-3.999865569999997
MoB2-V-B03,001,OH*,-3.6679366799999116
MoB2-V-B03,001,OH*,-4.7007767999999714
MoB2-V-B03,001,OH*,-3.6428854199999705
MoB2-V-B03,001,OH*,-4.157418969999867
MoB2-Cr-B00,001,OH*,-4.156507069999975
MoB2-Cr-B00,001,OH*,-4.134505449999892
MoB2-Cr-B00,001,OH*,-4.228936009999984
MoB2-Cr-B00,001,OH*,-4.307393150000053
MoB2-V-B03,001,OH*,-4.742617199999927
MoB2-V-B03,001,OH*,-4.744340559999955
IrO2-Ptdoped-surf,110,OH*,-0.2520430499999975
IrPdO4-alloy-Irsite,110,OH*,0.26789046000004646
Ir5Pt3O16-alloy-Ptsite,110,OH*,0.7675146200000427
Ir5Pt3O16-alloy-Irsite,110,OH*,-0.3159688499999902
IrO2-Ptdoped-subsurf,110,OH*,-0.15706629999993993
CuC48N24H24,active_site,OH*,-0.8723394300000109
CuC39N15H21,active_site,OH*,0.1348530299999311
CuC48N24H24,active_site,OH*,-0.3876392650000753
CuC39N15H21,active_site,OH*,0.5216362150000577
MoP,0.5H,OH*,-0.329072789711
IrO2-Pddoped-subsurf,110,OH*,-0.11522202999998399
IrPtO4-alloy-Irsite,110,OH*,-0.1519270199999596
IrO2-Pddoped-surf,110,OH*,-0.3249003499999503
IrO2-Osdoped-subsurf,110,OH*,-0.09063924000002999
IrOsO4-alloy-Irsite,110,OH*,-0.08262789999997722
PtO2,110,OH*,0.4340307100000018
IrO2,110,OH*,-0.12693579000000454
OsO2,110,OH*,-0.37429091999996444
PdO2,110,OH*,0.4752863400000251
IrPtO4-alloy-Ptsite,110,OH*,0.3743466200000398
IrO2-Osdoped-surf,110,OH*,-0.6832417099999475
Pt3V,111,OH*,-0.67385
Co,111,OH*,0.6621178685790028
Co,111,OH*,0.021454543483628186
Co,111,OH*,-0.23144179951771093
Co,111,OH*,-0.24384828582253704
Al3Cu,111,OH*,-0.83385
Ge3Sc,111,OH*,-0.83385
Re3Ir,111,OH*,-0.82385
Ru3Ta,111,OH*,-0.74385
Pt3Zr,111,OH*,-0.74385
Co3W,111,OH*,-0.67385
Pd,111,OH*,0.64644165495
Sc3Al,111,OH*,-2.67385
Nb3Sb,111,OH*,-1.85385
Ta3Pt,111,OH*,-1.82385
