surface_composition,facet,adsorbate,reaction_energy_eV
Ir3Zr,111,OH*,-0.71385
Pt3Hf,111,OH*,-0.81385
Sn3La,111,OH*,-1.09385
Sn3Sc,111,OH*,-1.08385
Al3Pt,111,OH*,-0.81385
Ni3Ti,111,OH*,-0.81385
In3Zr,111,OH*,-0.81385
Al3Ni,111,OH*,-0.74385
Sc3Ge,111,OH*,-2.67385
LiCoO2,01-12,OH*,0.38270852
La3Pb,111,OH*,-2.17385
Sc3As,111,OH*,-2.66385
Y3Tl,111,OH*,-2.65385
Rh3La,111,OH*,-0.61385
V3Ga,111,OH*,-1.80385
Pd3Nb,111,OH*,-1.33385
Ir3W,111,OH*,-0.71385
Zr3Ge,111,OH*,-2.17385
Al3Co,111,OH*,-0.66385
Co3Fe,111,OH*,-0.19385
Rh3Mo,111,OH*,-0.18385
Rh3Pd,111,OH*,0.44915287077753874
Rh3Pd,111,OH*,1.4568184430798965
Rh3Pt,111,OH*,0.33379769207829213
Rh3Pt,111,OH*,0.23805865567999263
Rh3Pt,111,OH*,0.5930278928798316
Rh3Pt,111,OH*,0.5074063210785198
Rh3Re,111,OH*,0.829477131280214
Rh3Re,111,OH*,0.6247056171786198
Rh3Re,111,OH*,-0.5212586842200153
Rh3Ru,111,OH*,0.4674110290806084
Pt3Bi,111,OH*,0.9537502968786384
PtZn,101,OH*,0.8097307823817346
PdZn,101,OH*,0.41467237387848854
PdZn,101,OH*,0.13331428387471078
Pt3Ir,111,OH*,1.5153406057769416
Pt3Au,111,OH*,0.8018758082806698
Pd3Ir,111,OH*,1.1074595129801992
Pd3Tc,111,OH*,1.1772084124794446
Pd3Zn,111,OH*,0.7291212753742684
Pd3Zn,111,OH*,0.5991041948772136
Re3Ir,111,OH*,-0.7937755235208215
Pt3Au,111,OH*,1.5503054652807577
Os3Au,111,OH*,1.3336472024792556
IrRu,101,OH*,0.2699157030773449
Ir3Pt,111,OH*,1.6321324095814589
BiIr,101,OH*,0.7725141807794671
Rh3Tc,111,OH*,0.09565617767736967
Rh3Zn,111,OH*,1.0882685484801868
Pt3Os,111,OH*,1.0217651507745131
PtZn,101,OH*,1.0413649663795468
Pd3Os,111,OH*,0.7360567768781721
PdZn,101,OH*,0.1345027410760622
Au3Os,111,OH*,1.2353429489784276
AgZn,101,OH*,0.2295574111820997
Cu3Tc,111,OH*,-0.5928031268150562
CuZn,101,OH*,0.20301515527251013
Zn3Rh,111,OH*,-0.00025088902032166516
Zn3Pd,111,OH*,0.12734846018145163
Bi3Os,111,OH*,0.6273460737764935
Bi3Zn,111,OH*,0.10836607077806093
OsRh,101,OH*,-0.16411838681881363
Os3Ag,111,OH*,0.17667671267997775
IrPt,101,OH*,0.360075045181361
BiIr,101,OH*,0.05942734937787009
Rh3Os,111,OH*,0.5803842593785475
Pt3Os,111,OH*,1.098189138680823
PtZn,101,OH*,0.3787460001811951
Pd3Os,111,OH*,-0.36434682432366117
PdZn,101,OH*,0.48186666857952787
Au3Os,111,OH*,1.3897037416799094
Cu3Os,111,OH*,-0.22786908092086833
CuZn,101,OH*,0.2533158064733243
Zn3Rh,111,OH*,0.23611440227693947
Zn3Pd,111,OH*,-0.0008604239220630916
Bi3Os,111,OH*,0.7822949045774976
AgOs,101,OH*,0.5762916672800884
Ir3Pd,111,OH*,0.3206315999785829
Rh3Ir,111,OH*,0.32837500748144066
Pt3Ir,111,OH*,1.0530834127829394
Cu3Ir,111,OH*,0.22091289878596854
CuZn,101,OH*,0.6048585861689162
Zn3Au,111,OH*,0.04686562218273593
AgOs,101,OH*,0.9621939892866749
Ir3Pd,111,OH*,0.7582088841780887
Rh3Ir,111,OH*,0.38807188568250695
Pt3Ir,111,OH*,0.785605985777579
Cu3Ir,111,OH*,0.23898629178154351
Zn3Au,111,OH*,1.9202140242822452
AgOs,101,OH*,1.0010215047849442
Ir3Pd,111,OH*,0.2861096057794157
Rh3Ir,111,OH*,0.25224558278284803
Pt3Ir,111,OH*,0.27546151917783845
Cu3Ir,111,OH*,0.3849659782835033
Zn3Ag,111,OH*,0.10972786457284656
Os3Cu,111,OH*,-0.028753453024478404
Ir3Pd,111,OH*,1.6893428474803613
Rh3Ir,111,OH*,0.5191193252802577
Cu3Ir,111,OH*,0.8311212430825208
Zn3Ag,111,OH*,0.022996748678338008
Os3Cu,111,OH*,0.08362847388059436
IrPd,101,OH*,0.22116487618120573
Cu3Ir,111,OH*,0.7672965340797191
Zn3Ag,111,OH*,0.12595714207861874
Os3Cu,111,OH*,0.1964583001798701
IrPd,101,OH*,0.8242767636810413
Zn3Ag,111,OH*,1.592214806075276
Os3Cu,111,OH*,0.11873020667997025
IrPd,101,OH*,0.2415399440805004
Zn3Cu,111,OH*,0.21331534438365907
Ta,111,OH*,-2.1272281646225792
Os3Cu,111,OH*,1.5096263511776442
IrPd,101,OH*,0.9312218560816063
Zn3Cu,111,OH*,0.25425623198395897
CuOs,101,OH*,-0.1475738655163923
Ir3Au,111,OH*,0.5265572849792761
Zn3Cu,111,OH*,1.1398654139746895
CuOs,101,OH*,0.7221635966824351
Ir3Au,111,OH*,0.37678324307933053
Ta,111,OH*,-2.088587591321925
CuOs,101,OH*,0.36896051437804545
Ir3Au,111,OH*,0.9044428611786088
CuOs,101,OH*,0.16325102388225332
Ir3Au,111,OH*,0.36697775697837187
Bi3Ir,111,OH*,0.7871558101804794
CuOs,101,OH*,1.1137173148789543
Ir3Au,111,OH*,2.2328224839810673
CuOs,101,OH*,0.21778903188248933
AuIr,101,OH*,0.43120982038169586
AuIr,101,OH*,1.564003948079403
AuIr,101,OH*,0.5522452394806123
Ir3Ag,111,OH*,0.4672938841803216
Ir3Ag,111,OH*,0.29646816328465775
Ir3Ag,111,OH*,1.0256527051795956
Ir3Ag,111,OH*,0.2901937623799995
Ir3Ag,111,OH*,1.99393728248549
AgIr,101,OH*,0.1676119203810913
Ta,111,OH*,-1.4112725730220745
AgIr,101,OH*,0.932095613575143
AgIr,101,OH*,0.4570330154791691
Bi3Tc,111,OH*,0.7389433604811302
AgIr,101,OH*,1.4484701265799913
Ir3Cu,111,OH*,0.44496571918432437
Ir3Cu,111,OH*,0.2779822456840293
Ir3Cu,111,OH*,1.0933127226788883
Ir3Cu,111,OH*,0.36788988248451915
Bi3Zn,111,OH*,0.7304761301755889
Ir3Cu,111,OH*,1.4668699201837399
CuIr,101,OH*,0.12973707538628787
CuIr,101,OH*,0.5398763048841602
CuIr,101,OH*,1.0291708649864404
CuIr,101,OH*,0.41470856508101406
BiIr,101,OH*,0.35092739427716424
BiOs,101,OH*,0.9526871480783257
BiOs,101,OH*,0.8715569513777837
BiTc,101,OH*,0.885057199081416
BiTc,101,OH*,-0.1892166707176557
BiTc,101,OH*,0.9151561189800077
BiTc,101,OH*,-0.2211206577186431
BiZn,101,OH*,0.23580065507564996
Cu3Ir,111,OH*,0.7500778505826702
Cu3Ir,111,OH*,0.3211790930844245
Cu3Os,111,OH*,0.8501005029801263
Cu3Os,111,OH*,-0.09100194261839079
Cu3Tc,111,OH*,0.8278639043827525
Cu3Tc,111,OH*,-0.358037728819113
Cu3Zn,111,OH*,0.23420770068776164
Cu3Zn,111,OH*,0.1582633133920126
IrO2-Rutile,110,OH*,-0.0503252797425
Ni,111,OH*,0.138271352116
Co3Pt,111,OH*,-0.336005469941
Ir,111,OH*,0.543498196133
Pt,111,OH*,0.976787461281
Co,111,OH*,-0.355936380889
Rh,111,OH*,0.243731115726
Ag,111,OH*,0.682900693151
Cu3Co,111,OH*,-0.109789946975
CoFe,111,OH*,-0.519597283448
CoPt,111,OH*,0.0623755338347
Co3Cu,111,OH*,-0.275594970619
Fe,111,OH*,-1.2233126601232698
Co3Fe,111,OH*,-0.302629005469
Cu,111,OH*,0.3276247002
Cu3Ni,111,OH*,0.190025705757
Cu3Fe,111,OH*,-0.230817343981
Ir3Ag,111,OH*,0.4875162961806154
Zr,111,OH*,-2.4462944297202966
Zr,111,OH*,-1.348045017818663
Ir3Bi,111,OH*,0.5651567689791364
Fe2P,100,OH*,-1.07001662736
Ir3Re,111,OH*,1.0757179779801618
MoP,0H,OH*,-0.874028531318
MoP,0.25H,OH*,-0.857539384378
Ir3Rh,111,OH*,0.713217173980297
Ir3Ru,111,OH*,0.8271516463800026
IrO2-Anatase-SrIrO3,2ML,OH*,0.212888066853
MoP,0.5H,OH*,-0.547261226209
SrIrO3,001,OH*,0.183980460119
IrO3-SrIrO3,2ML,OH*,1.09222064135
W,111,OH*,-1.066736860720198
Y,111,OH*,-2.672594502220022
In,111,OH*,0.17441245338056888
Y,111,OH*,-1.5586088830197014
In,111,OH*,0.23505193388052703
Cu,100,OH*,0.7406250562562491
V,111,OH*,-2.3632254219220385
AgO2-rutile,110,OH*,2.0888029000000046
AgO2-rutile,100,OH*,1.9078245000000038
AuO2-rutile,110,OH*,1.5057529100000124
AuO2-rutile,100,OH*,1.3927296500000068
CdO2-rutile,110,OH*,2.256772500000011
CdO2-rutile,100,OH*,2.0806685000000016
CoO2-rutile,110,OH*,1.3849585600000012
CoO2-rutile,100,OH*,1.3429571800000133
CrO2-rutile,110,OH*,1.125645999999989
CrO2-rutile,100,OH*,1.3257011599999942
CuO2-rutile,110,OH*,2.2884642799999995
CuO2-rutile,100,OH*,2.278097509999995
FeO2-rutile,110,OH*,1.8822180100000026
FeO2-rutile,100,OH*,1.8332475400000021
GaO2-rutile,100,OH*,2.168456400000011
MoB2-Ta-B02,001,OH*,-4.186767410000016
MoB2-Ta-B02,001,OH*,-4.187487919999853
MoB2-Zr-B01,001,OH*,-4.249403659999871
MoB2-Zr-B01,001,OH*,-4.619888809999907
MoB2-Zr-B01,001,OH*,-4.347064249999789
MoB2-Zr-B01,001,OH*,-4.346948819999739
MoB2-Zr-B01,001,OH*,-4.248954309999931
MoB2-Zr-B01,001,OH*,-4.3474836199999345
MoB2-Zr-B01,001,OH*,-2.950376409999876
MoB2-Zr-B01,001,OH*,-3.2585101499998927
MoB2-Zr-B01,001,OH*,-4.12419728999987
MoB2-Zr-B01,001,OH*,-4.205011589999913
MoB2-Zr-B01,001,OH*,-4.007320109999796
MoB2-Zr-B01,001,OH*,-3.662035299999957
MoB2-Zr-B01,001,OH*,-3.931559049999919
MoB2-Zr-B01,001,OH*,-3.881787579999923
MoB2-Zr-B01,001,OH*,-3.985794639999881
MoB2-Zr-B01,001,OH*,-3.785717089999821
MoB2-Zr-B01,001,OH*,-4.220411729999796
MoB2-Os-B03,001,OH*,-4.847329670000022
MoB2-Os-B03,001,OH*,-4.845138669999983
MoB2-Zr-B01,001,OH*,-4.204396739999879
MoB2-Os-B03,001,OH*,-4.131363360000023
MoB2-Os-B03,001,OH*,-4.127156990000003
MoB2-Os-B03,001,OH*,-3.79328208000004
MoB2-Os-B03,001,OH*,-3.790996249999921
MoB2-Os-B03,001,OH*,-3.561947410000016
MoB2-Os-B03,001,OH*,-3.793413149999992
MoB2-Os-B03,001,OH*,-4.128489179999974
MoB2-Os-B03,001,OH*,-4.129824020000001
MoB2-Zr-B01,001,OH*,-4.153311479999957
MoB2-Zr-B01,001,OH*,-3.879646269999853
MoB2-Zr-B01,001,OH*,-3.8706558599999425
MoB2-Zr-B01,001,OH*,-3.8533680199998344
MoB2-Zr-B01,001,OH*,-3.8816707399998904
MoB2-Zr-B01,001,OH*,-4.203033170000026
MoB2-Zr-B01,001,OH*,-4.20367447000001
MoB2-Os-B03,001,OH*,-4.519369589999997
MoB2-Os-B03,001,OH*,-4.849944009999945
MoB2-Os-B03,001,OH*,-4.793272590000015
MoB2-Os-B03,001,OH*,-4.793117960000018
MoB2-Os-B03,001,OH*,-4.132980330000009
MoB2-Os-B03,001,OH*,-2.8608089800000016
MoB2-Os-B03,001,OH*,-4.127122080000049
MoB2-Os-B03,001,OH*,-4.131473229999983
MoB2-Os-B03,001,OH*,-3.9675728599999047
MoB2-Os-B03,001,OH*,-2.9840560200000255
MoB2-Os-B03,001,OH*,-3.9177041199999394
MoB2-Os-B03,001,OH*,-3.807032739999954
MoB2-Os-B03,001,OH*,-3.965697500000033
MoB2-Os-B03,001,OH*,-3.3143698599999425
MoB2-Os-B03,001,OH*,-4.132672149999848
MoB2-Os-B03,001,OH*,-2.862653669999986
MoB2-Os-B03,001,OH*,-4.126188199999888
MoB2-Os-B03,001,OH*,-4.834702470000025
MoB2-Os-B03,001,OH*,-4.847981520000076
MoB2-Os-B02,001,OH*,-4.695708489999902
MoB2-Os-B02,001,OH*,-4.576483209999992
MoB2-Os-B02,001,OH*,-4.576099099999965
MoB2-Os-B02,001,OH*,-4.1538209600000755
MoB2-Os-B02,001,OH*,-2.906578029999878
MoB2-Tc-B01,001,OH*,-4.209006249999902
MoB2-Tc-B01,001,OH*,-4.666448899999864
MoB2-Tc-B01,001,OH*,-4.250951959999838
MoB2-Tc-B01,001,OH*,-4.210021679999954
MoB2-Tc-B01,001,OH*,-4.208999619999986
MoB2-Os-B02,001,OH*,-4.051869959999976
MoB2-Os-B02,001,OH*,-4.100535779999973
MoB2-Tc-B01,001,OH*,-4.047559799999931
MoB2-Tc-B01,001,OH*,-4.196838199999888
MoB2-Tc-B01,001,OH*,-4.029276809999942
MoB2-Tc-B01,001,OH*,-4.0089276699999346
MoB2-Tc-B01,001,OH*,-3.8944044899999426
MoB2-Tc-B01,001,OH*,-4.027089359999877
MoB2-Tc-B01,001,OH*,-4.197110679999923
MoB2-Tc-B01,001,OH*,-4.029364159999886
MoB2-Tc-B01,001,OH*,-4.663999600000011
MoB2-Tc-B01,001,OH*,-4.666340629999922
MoB2-Tc-B01,001,OH*,-4.664894179999919
MoB2-Tc-B01,001,OH*,-4.6647766399999
MoB2-Tc-B01,001,OH*,-4.196646470000019
MoB2-Tc-B01,001,OH*,-4.192411829999969
MoB2-Tc-B01,001,OH*,-3.471341789999883
MoB2-Tc-B01,001,OH*,-3.1549918799998977
MoB2-Tc-B01,001,OH*,-3.4713650999999572
MoB2-Tc-B01,001,OH*,-4.193316319999894
MoB2-Tc-B01,001,OH*,-4.193602179999971
MoB2-Os-B02,001,OH*,-4.027697899999907
MoB2-Os-B02,001,OH*,-3.331135549999999
MoB2-Os-B02,001,OH*,-4.159148210000012
MoB2-Os-B02,001,OH*,-3.930152620000058
MoB2-Os-B02,001,OH*,-3.928513090000024
MoB2-Os-B02,001,OH*,-3.986475710000036
MoB2-Os-B02,001,OH*,-3.633053959999984
MoB2-Os-B02,001,OH*,-4.100687139999991
MoB2-Os-B02,001,OH*,-2.906579319999878
MoB2-Os-B02,001,OH*,-4.030049409999947
MoB2-Os-B02,001,OH*,-4.692256999999927
MoB2-Os-B02,001,OH*,-4.695399510000016
MoB2-Os-B02,001,OH*,-4.6944398800000045
MoB2-Os-B02,001,OH*,-4.694176540000058
MoB2-Os-B02,001,OH*,-4.097265819999961
MoB2-Os-B02,001,OH*,-4.052685499999939
MoB2-Os-B02,001,OH*,-3.8857887399999527
MoB2-Os-B02,001,OH*,-3.7989177300000847
MoB2-Os-B02,001,OH*,-3.756731519999903
MoB2-Os-B02,001,OH*,-3.927476619999993
MoB2-Os-B02,001,OH*,-4.094737089999967
MoB2-Os-B02,001,OH*,-4.095565429999851
MoB2-Zr-B00,001,OH*,-4.202150949999918
MoB2-Zr-B00,001,OH*,-4.049107670000012
MoB2-Zr-B00,001,OH*,-4.0521980899999335
MoB2-Zr-B00,001,OH*,-4.062214659999995
MoB2-Tc-B03,001,OH*,-4.826182220000078
MoB2-Tc-B03,001,OH*,-4.8401527700000315
MoB2-Tc-B03,001,OH*,-4.8266532899999675
MoB2-Tc-B03,001,OH*,-4.826620700000035
MoB2-Zr-B00,001,OH*,-4.280570510000075
MoB2-Zr-B00,001,OH*,-4.382950349999987
MoB2-Zr-B00,001,OH*,-4.299126300000012
MoB2-Zr-B00,001,OH*,-4.29896121999991
MoB2-Zr-B00,001,OH*,-4.280489289999991
MoB2-Tc-B03,001,OH*,-4.781298180000022
MoB2-Tc-B03,001,OH*,-3.0008086300000514
MoB2-Zr-B00,001,OH*,-4.039425679999908
MoB2-Zr-B00,001,OH*,-4.204584970000042
MoB2-Zr-B00,001,OH*,-3.9089762699999255
MoB2-Zr-B00,001,OH*,-4.240432290000058
MoB2-Zr-B00,001,OH*,-4.037941090000004
MoB2-Zr-B00,001,OH*,-4.2992310299998735
MoB2-Zr-B00,001,OH*,-4.320875279999996
MoB2-Zr-B00,001,OH*,-4.320648219999839
MoB2-Zr-B00,001,OH*,-4.300218420000078
MoB2-Tc-B03,001,OH*,-4.113834859999997
MoB2-Tc-B02,001,OH*,-4.615003020000017
MoB2-Tc-B02,001,OH*,-4.294420930000115
MoB2-Tc-B03,001,OH*,-4.55289345999995
MoB2-Tc-B03,001,OH*,-3.860766269999999
MoB2-Tc-B03,001,OH*,-3.1033381299999974
MoB2-Tc-B02,001,OH*,-3.439174209999919
MoB2-Tc-B02,001,OH*,-4.122899260000054
MoB2-Tc-B02,001,OH*,-4.158282570000097
MoB2-Tc-B02,001,OH*,-4.120425530000034
MoB2-Tc-B02,001,OH*,-3.8602597400000604
MoB2-Tc-B02,001,OH*,-4.06869850999999
MoB2-Tc-B02,001,OH*,-3.9990870000000314
MoB2-Tc-B02,001,OH*,-4.107296789999964
MoB2-Tc-B02,001,OH*,-3.881548149999958
MoB2-Tc-B02,001,OH*,-4.293207589999952
MoB2-Tc-B02,001,OH*,-3.788627159999919
MoB2-Tc-B02,001,OH*,-4.121328569999946
MoB2-Tc-B03,001,OH*,-3.832432899999958
MoB2-Tc-B03,001,OH*,-3.8291475599999103
MoB2-Tc-B02,001,OH*,-4.733703000000105
MoB2-Tc-B02,001,OH*,-4.740870969999946
MoB2-Tc-B03,001,OH*,-3.8599534300000187
MoB2-Tc-B03,001,OH*,-3.1036344299999428
MoB2-Tc-B03,001,OH*,-4.7811163600000555
MoB2-Tc-B02,001,OH*,-4.739143500000068
MoB2-Tc-B02,001,OH*,-4.73720480999998
MoB2-Tc-B03,001,OH*,-3.002365090000012
MoB2-Tc-B03,001,OH*,-3.863033689999952
MoB2-Tc-B03,001,OH*,-4.827498960000071
MoB2-Tc-B02,001,OH*,-4.156199360000073
MoB2-Tc-B02,001,OH*,-4.14863997000009
MoB2-Tc-B02,001,OH*,-3.9600662099999226
MoB2-Tc-B02,001,OH*,-3.9299296200000526
MoB2-Tc-B02,001,OH*,-3.882012359999976
MoB2-Tc-B02,001,OH*,-3.96711307999999
MoB2-Tc-B02,001,OH*,-4.149294280000049
MoB2-Tc-B02,001,OH*,-4.156032809999942
MoB2-Os-B01,001,OH*,-4.178163429999927
MoB2-Os-B01,001,OH*,-4.697821319999889
MoB2-Os-B01,001,OH*,-4.186498310000047
MoB2-Os-B01,001,OH*,-4.18261503999986
MoB2-Os-B01,001,OH*,-4.1752862999998115
MoB2-Tc-B03,001,OH*,-4.835897939999995
MoB2-Os-B01,001,OH*,-3.9824730000000272
MoB2-Os-B01,001,OH*,-4.060264819999929
MoB2-Os-B01,001,OH*,-3.914127169999915
MoB2-Os-B01,001,OH*,-3.6910239899998487
MoB2-Os-B01,001,OH*,-4.167845299999954
MoB2-Os-B01,001,OH*,-3.980650829999945
MoB2-Tc-B03,001,OH*,-4.835861990000012
MoB2-Tc-B03,001,OH*,-4.835306370000012
MoB2-Os-B01,001,OH*,-4.187088459999927
MoB2-Os-B01,001,OH*,-4.696555589999889
MoB2-Os-B01,001,OH*,-4.694917259999897
MoB2-Os-B01,001,OH*,-4.1876300999999785
MoB2-Tc-B03,001,OH*,-2.8758468100000982
MoB2-Tc-B03,001,OH*,-2.8770200699999577
MoB2-Os-B01,001,OH*,-4.059483619999924
MoB2-Os-B01,001,OH*,-4.022326499999963
MoB2-Os-B01,001,OH*,-4.039598349999892
MoB2-Os-B01,001,OH*,-4.04168682999989
MoB2-Tc-B03,001,OH*,-4.144893120000006
MoB2-Zr-B03,001,OH*,-4.100963919999913
MoB2-Zr-B03,001,OH*,-4.718912130000035
MoB2-Zr-B03,001,OH*,-4.697282109999833
MoB2-Tc-B03,001,OH*,-4.143343559999948
IrO2-rutile-O-cov,110,OH*,-0.10765132000000222
IrO2-rutile-OH-cov,100,OH*,0.12999809000001505
IrO2-rutile-OH-cov,110,OH*,0.8074555800000098
IrO3-alpha-O-cov,100,OH*,1.249410340000054
IrO3-alpha-O-cov,110,OH*,0.6004078699999695
IrO3-alpha-O-cov,111,OH*,0.8154404700000555
IrO3-alpha-O-cov,211,OH*,1.0521121500000277
IrO3-alpha-OH-cov,100,OH*,1.2749149000000557
IrO3-alpha-OH-cov,110,OH*,0.5339097300000049
IrO3-beta-O-cov-A,010,OH*,1.2461424500000362
IrO3-beta-O-cov-B,010,OH*,1.4766107899999952
IrO3-rutile-O-cov-full,100,OH*,1.3512211800000387
IrO3-rutile-O-cov-full,110,OH*,0.7462233200000128
IrO3-rutile-O-cov-partial,100,OH*,1.4172218500000326
IrO3-rutile-OH-cov,100,OH*,1.2779166100000339
IrO2-rutile-O-cov,100,OH*,-0.060922169999969356
Gd7Ru8O31,111,OH*,0.49278946500004395
RuO3,111,OH*,1.2199334849999843
Bi2Ru2O7,111,OH*,0.2727012150000405
Nd7Ru8O31,111,OH*,0.4717806849999988
Bi7Ru8O31,111,OH*,0.5415121049999811
Gd2Ru2O7,111,OH*,0.2473823450000623
Y4Ru8O29,111,OH*,1.2400504350000574
Gd4Ru8O29,111,OH*,1.1413232950000065
Y2Ru2O7,111,OH*,0.39452821500003665
Bi4Ru8O29,111,OH*,1.1674343750000276
Nd2Ru2O7,111,OH*,0.25846853500002
GaCo-bcc,101,OH*,0.7268809621964465
GaCo-bcc,101,OH*,0.48453637748752953
GaIr-bcc,101,OH*,0.6757056010210363
GaIr-bcc,101+2%,OH*,0.6942458053053997
GaIr-bcc,101+5%,OH*,0.5579984062896983
GaIr-bcc,101-1%,OH*,0.6498851270443993
GaIr-bcc,101-2%,OH*,0.6115306814863288
GaIr-bcc,101-3%,OH*,0.5565027325756091
GaIr-bcc,101-5%,OH*,0.3700716912608186
GaRh-bcc,101,OH*,0.4990397729779943
GaRh-bcc,101+2%,OH*,0.42814105655270396
GaRh-bcc,101+5%,OH*,0.30220609172829427
Ni3Mn-fcc,111,OH*,0.15579238365171477
Ni3Si-fcc,111,OH*,0.4809881491019041
Ni3Si-fcc,111,OH*,0.11441039952478604
Ni3Si-fcc,111,OH*,-0.021839040346094407
Ni3Si-fcc,111+3%,OH*,0.3265016397635918
Ni3Si-fcc,111+3%,OH*,-0.09040029890456935
Ni3Si-fcc,111+3%,OH*,-0.14245145847235108
Ni3Si-fcc,111+3%,OH*,-0.04204893514543073
Ni3Si-fcc,111+5%,OH*,0.23531125832232647
Ni3Si-fcc,111+5%,OH*,-0.22379812180588488
Ni3Si-fcc,111+5%,OH*,-0.20552554148889612
Ni3Si-fcc,111-3%,OH*,0.6513470586432959
Ni3Si-fcc,111-3%,OH*,0.30377673282055184
FeN4C8-HS-ΔNELECT=-2.0,001,OH*,0.7936643100000538
FeN4C8-LS-ΔNELECT=-2.0,001,OH*,-0.6673854900000151
FeN4C8-HS-ΔNELECT=-0.5,001,OH*,0.010215770000002067
FeN4C8-LS-ΔNELECT=-0.5,001,OH*,-0.7198448699999744
FeN4C8-IS-ΔNELECT=+1.0,001,OH*,-0.37388239000000567
FeN4C8-LS-ΔNELECT=-1.0,001,OH*,-0.6618626999999719
FeN4C8-LS-ΔNELECT=+0.0,001,OH*,-0.813854909999975
TcO2-rutile,110,OH*,-0.36355546999999433
TcO2-rutile,100,OH*,0.16733536999998933
TiO2-rutile,110,OH*,1.720904179999991
TiO2-rutile,100,OH*,1.8279682099999945
TlO2-rutile,110,OH*,2.4098369300000115
TlO2-rutile,100,OH*,2.08294810000001
VO2-rutile,110,OH*,0.19372555000001057
VO2-rutile,100,OH*,0.7030296899999939
WO2-rutile,100,OH*,-0.8223370100000125
WO2-rutile,110,OH*,-1.4536935800000208
ZnO2-rutile,110,OH*,2.230525390000011
ZnO2-rutile,100,OH*,2.573420529999993
ZrO2-rutile,110,OH*,1.7159347999999852
ZrO2-rutile,100,OH*,1.7708062300000051
Ag2O3-corundum,012,OH*,2.0584894400000024
Au2O3-corundum,012,OH*,1.8421802500000126
Cd2O3-corundum,012,OH*,2.1329888600000118
Co2O3-corundum,012,OH*,0.7621218399999918
Cr2O3-corundum,012,OH*,0.684970050000004
Cu2O3-corundum,012,OH*,1.8925867799999878
Fe2O3-corundum,012,OH*,1.3946918299999993
Ga2O3-corundum,012,OH*,1.6799711099999968
Hf2O3-corundum,012,OH*,-2.7323724999999968
Hg2O3-corundum,012,OH*,2.160839690000003
In2O3-corundum,012,OH*,1.7646770199999935
Ir2O3-corundum,012,OH*,-0.4576025300000026
La2O3-corundum,012,OH*,1.3737738699999795
Mn2O3-corundum,012,OH*,1.3870310699999777
Mo2O3-corundum,012,OH*,-0.9144637300000227
Nb2O3-corundum,012,OH*,-1.2096175899999935
Ni2O3-corundum,012,OH*,1.7548626099999751
Os2O3-corundum,012,OH*,-1.0434500599999978
Pd2O3-corundum,012,OH*,0.9838424399999894
Pt2O3-corundum,012,OH*,0.7057685099999844
Re2O3-corundum,012,OH*,-1.228741819999982
Rh2O3-corundum,012,OH*,0.19431743999996343
Ru2O3-corundum,012,OH*,-0.37957944999999427
Sc2O3-corundum,012,OH*,1.6034874900000204
Ta2O3-corundum,012,OH*,-1.923207609999963
Tc2O3-corundum,012,OH*,-0.6444628100000216
Ti2O3-corundum,012,OH*,-1.063356099999993
Tl2O3-corundum,012,OH*,2.0933311899999865
V2O3-corundum,012,OH*,0.017007939999984956
W2O3-corundum,012,OH*,-1.6869104599999787
Y2O3-corundum,012,OH*,1.3363815499999987
Zn2O3-corundum,012,OH*,1.9112189499999772
Zr2O3-corundum,012,OH*,-2.187311790000024
Au2O5-C12c,100-lc,OH*,1.4952997799999963
Co2O5-C12c,100-lc,OH*,1.3709691799999746
Co2O5-C12c,100-hc,OH*,1.7826373000000046
Cr2O5-C12c,100-lc,OH*,1.376989079999987
Cr2O5-C12c,100-hc,OH*,1.5167923099999712
Fe2O5-C12c,100-lc,OH*,1.564258489999986
Fe2O5-C12c,100-hc,OH*,1.606227969999992
Ga2O5-C12c,100-lc,OH*,1.8992933600000015
Hf2O5-C12c,100-lc,OH*,1.4159193099999925
In2O5-C12c,100-lc,OH*,1.627310289999997
Ir2O5-C12c,100-lc,OH*,-0.06200908000002414
Ir2O5-C12c,100-hc,OH*,0.24359881000000883
Mn2O5-C12c,100-lc,OH*,1.3904358499999887
Mn2O5-C12c,100-hc,OH*,1.401593599999984
Mo2O5-C12c,100-lc,OH*,-0.44290501000003246
Mo2O5-C12c,100-hc,OH*,-0.3700403500000107
Nb2O5-C12c,100-lc,OH*,-1.1476626600000088
Nb2O5-C12c,100-hc,OH*,0.2564070299999912
Os2O5-C12c,100-hc,OH*,-0.3332735399999933
Os2O5-C12c,100-lc,OH*,-0.39768399000001864
Pd2O5-C12c,100-hc,OH*,0.9859642799999904
NiCo-MOF,100,OH*,1.6074597999997877
NiCo-MOF,100,OH*,0.7593399999998383
CuNi-MOF,100,OH*,1.4796173600000202
CuNi-MOF,100,OH*,1.6336982099999204
Pd2O5-C12c,100-lc,OH*,1.077498179999992
NiCu-MOF,100,OH*,1.4275020400000358
NiCu-MOF,100,OH*,1.1918850899999143
CoCo-MOF,100,OH*,1.1190924900001846
CoCo-MOF,100,OH*,0.932594390000304
CuCo-MOF,100,OH*,1.0438337499999761
CuCo-MOF,100,OH*,0.4922212999999829
CuCu-MOF,100,OH*,1.481537489999937
CuCu-MOF,100,OH*,1.2994102000000112
CoNi-MOF,100,OH*,0.7928901499999483
CoNi-MOF,100,OH*,1.284505210000134
NiNi-MOF,100,OH*,1.6110570200000893
