material,bandgap_eV,bandgap_known,sacrificial_agent,scavenger_strength,has_cocatalyst,wavelength_nm,light_power_W,irradiation_time_h,activity_value,logH2,source_paper
Mo2S12 @ MIL-101,2.7,False,other,1,False,420.0,300.0,8.0,21732.0,4.337099696361683,j.apcatb.2017.10.031
Mo2S12 @ MIL-101,2.7,False,other,1,False,420.0,300.0,8.0,27082.0,4.432680733753522,j.apcatb.2017.10.031
barbituric acid,2.7,False,TEOA,3,True,420.0,300.0,10.0,372.6,2.571242850560224,j.apsusc.2020.146444
barbituric acid,2.7,False,TEOA,3,True,420.0,300.0,10.0,116.4,2.06595298031387,j.apsusc.2020.146444
CO2,2.7,False,glycerol,2,False,420.0,300.0,12.0,320.0,2.505149978319906,j.apcatb.2013.06.024
NiOx,2.7,False,glycerol,2,False,420.0,300.0,12.0,900.0,2.9542425094393248,j.apcatb.2013.06.024
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,8.0,44.7,1.6503075231319364,j.ijhydene.2015.12.033
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,8.0,163.9,2.214578953570499,j.ijhydene.2015.12.033
CdS,2.4,True,other,1,True,420.0,500.0,5.0,80.0,1.9030899869919435,j.ijhydene.2009.10.084
Cd0.44Zn0.56S,2.7,False,other,1,True,420.0,500.0,5.0,2640.0,3.4216039268698313,j.ijhydene.2009.10.084
CdS,2.4,True,Na2S/Na2SO3,3,False,420.0,300.0,8.0,1300.0,3.113943352306837,j.apsusc.2015.12.021
CdS/CeO2,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,8.0,8400.0,3.9242792860618816,j.apsusc.2015.12.021
SrTiO3,3.2,True,methanol,2,False,320.0,500.0,8.0,3200.0,3.505149978319906,j.cplett.2019.136821
SrTiO3,3.2,True,methanol,2,False,320.0,40.0,8.0,305.0,2.484299839346786,j.cplett.2019.136821
Ru/CN,2.7,False,TEOA,3,False,470.0,300.0,8.0,1420.0,3.1522883443830563,j.cattod.2020.12.037
Ru/PCN,2.7,False,TEOA,3,False,470.0,300.0,8.0,1310.0,3.1172712956557644,j.cattod.2020.12.037
Xenon,2.7,False,TEOA,3,False,470.0,300.0,8.0,1940.0,3.287801729930226,j.cattod.2020.12.037
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,8.0,1.25,0.09691001300805642,j.ijhydene.2017.03.188
MoS2,1.8,True,none/unspecified,0,True,420.0,300.0,8.0,63590.0,4.803388824983614,j.carbpol.2020.116909
MoS2,1.8,True,none/unspecified,0,True,420.0,300.0,2.0,99.3,1.9969492484953812,j.apsusc.2019.144291
MoO2/MoS2,2.7,False,none/unspecified,0,True,420.0,300.0,2.0,240.6,2.381295623003826,j.apsusc.2019.144291
"[Ni(2,2 ′-bipy)3]Cl2",2.7,False,TEOA,3,True,420.0,300.0,24.0,12.5,1.0969100130080565,j.jiec.2019.07.028
CNSi,2.7,False,TEOA,3,True,451.0,500.0,10.0,2240.0,3.3502480183341627,j.jallcom.2019.152488
CdS/CuS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,295.0,2.469822015978163,j.jallcom.2021.159461
CuS/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,180.0,2076.5,3.317331935445897,j.jallcom.2021.159461
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,8.0,20600.0,4.313867220369153,j.apsusc.2019.144869
CdS,2.4,True,none/unspecified,0,False,400.0,300.0,6.0,720.0,2.8573324964312685,j.apsusc.2019.144869
g-C3N4,2.7,True,methanol,2,True,420.0,300.0,8.0,728.0,2.862131379313037,j.jechem.2018.08.002
CdS,2.4,True,other,1,False,420.0,300.0,8.0,45500.0,4.658011396657113,j.apcatb.2019.118036
CdS @ CDs,2.7,False,other,1,False,420.0,300.0,8.0,344.0,2.53655844257153,j.apcatb.2019.118036
Pt,0.0,True,other,1,False,420.0,300.0,8.0,1450.0,3.161368002234975,j.apcatb.2019.118036
Pt,0.0,True,other,1,False,420.0,300.0,8.0,6120.0,3.7867514221455614,j.apcatb.2019.118036
g-CN,2.7,False,TEOA,3,True,420.0,300.0,1.0,58.0,1.7634279935629373,j.apcatb.2019.118539
TiO2/g-C3N4,2.7,False,TEOA,3,True,420.0,300.0,1.0,810.0,2.90848501887865,j.apcatb.2019.118539
g-CN,2.7,False,TEOA,3,True,420.0,300.0,1.0,1409.0,3.1489109931093564,j.apcatb.2019.118539
H2,2.7,False,methanol,2,True,420.0,300.0,8.0,53.0,1.724275869600789,j.carbon.2020.06.041
Pt,0.0,True,TEOA,3,True,400.0,300.0,12.0,1400.0,3.146128035678238,j.carbon.2020.06.041
Rhodamine,2.7,False,TEOA,3,True,400.0,300.0,4.0,488.0,2.6884198220027105,j.carbon.2020.06.041
Rhodamine,2.7,False,TEOA,3,True,400.0,300.0,4.0,22.0,1.3424226808222062,j.carbon.2020.06.041
reduced graphene oxide,0.0,True,none/unspecified,0,True,420.0,300.0,8.0,250.0,2.3979400086720375,j.carbon.2020.06.041
H2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,0.5,-0.3010299956639812,j.carbon.2020.06.041
MnIS,2.7,False,methanol,2,False,400.0,300.0,120.0,200.8,2.3027637084729817,j.cej.2018.11.141
MnIS,2.7,False,methanol,2,False,400.0,300.0,120.0,58.3,1.765668554759014,j.cej.2018.11.141
g-C3N4,2.7,True,methanol,2,False,400.0,300.0,120.0,24.5,1.3891660843645324,j.cej.2018.11.141
xenon,2.7,False,none/unspecified,0,True,420.0,300.0,7.0,300.0,2.4771212547196626,j.ijhydene.2015.08.037
Pt,0.0,True,methanol,2,True,300.0,450.0,7.0,6925.0,3.840419777736486,j.ijhydene.2015.08.037
Pt,0.0,True,none/unspecified,0,True,300.0,280.0,7.0,180.0,2.255272505103306,j.ijhydene.2015.08.037
Na2SO3,2.7,False,none/unspecified,0,True,420.0,280.0,7.0,780.0,2.8920946026904804,j.ijhydene.2015.08.037
4PPy/CuWO4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,365.0,2.5622928644564746,j.ijhydene.2020.05.229
TiO2/5RGO/LFO,2.7,False,methanol,2,False,420.0,300.0,20.0,893.0,2.9508514588885464,j.mcat.2019.110497
LFO,2.7,False,methanol,2,False,420.0,300.0,20.0,78.0,1.8920946026904804,j.mcat.2019.110497
g-C3N4,2.7,True,TEOA,3,False,450.0,300.0,20.0,750.2,2.875177059814704,j.cej.2019.122576
cobalt,2.7,False,TEOA,3,False,450.0,300.0,20.0,7.8,0.8920946026904804,j.cej.2019.122576
CoO,2.7,False,TEOA,3,False,450.0,300.0,20.0,4.3,0.6334684555795865,j.cej.2019.122576
0.1CoO/CN,2.7,False,TEOA,3,False,450.0,300.0,20.0,41.8,1.6211762817750353,j.cej.2019.122576
g-C3N4,2.7,True,TEOA,3,False,450.0,300.0,20.0,7.4,0.8692317197309762,j.cej.2019.122576
Zn0.5Cd0.5S-P,2.7,False,other,1,False,532.0,300.0,8.0,623.0,2.7944880466591697,j.apcatb.2018.03.060
Zn0.5Cd0.5S-P,2.7,False,other,1,False,532.0,300.0,8.0,786.0,2.895422546039408,j.apcatb.2018.03.060
CdS-P,2.7,False,other,1,False,532.0,300.0,2.0,56.0,1.7481880270062005,j.apcatb.2018.03.060
ZnS-P,2.7,False,other,1,False,532.0,300.0,2.0,5.8,0.7634279935629372,j.apcatb.2018.03.060
ZnS-P,2.7,False,other,1,False,532.0,300.0,2.0,419.0,2.622214022966295,j.apcatb.2018.03.060
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,5.0,28740.0,4.458486763798207,j.jmst.2020.11.047
Pt,0.0,True,none/unspecified,0,False,420.0,300.0,8.0,9040.0,3.9561684304753633,j.ijhydene.2020.06.023
Ni(OH)2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,18460.0,4.266231696689894,j.ijhydene.2020.06.023
Ni(OH)2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,3520.0,3.546542663478131,j.ijhydene.2020.06.023
g-C3N4/SrTiO3,2.7,False,methanol,2,True,420.0,300.0,8.0,1722.7,3.2362096537170593,j.jcis.2018.02.038
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,515.0,2.711807229041191,j.jcis.2018.02.038
La0.02Na0.98TaO3,2.7,False,glycerol,2,False,385.0,500.0,9.0,0.137,-0.8632794328435932,j.mcat.2020.110885
Pt/La0.02Na0.98TaO3,2.7,False,glycerol,2,False,385.0,500.0,9.0,150.0,2.1760912590556813,j.mcat.2020.110885
CdS/TiO2-5,2.7,False,none/unspecified,0,False,420.0,500.0,150.0,129.15,2.111094410509336,j.apsusc.2016.07.010
CdS,2.4,True,none/unspecified,0,False,420.0,500.0,150.0,678.61,2.831620255121684,j.apsusc.2016.07.010
CdS,2.4,True,none/unspecified,0,False,420.0,500.0,150.0,133.93,2.1268778688352667,j.apsusc.2016.07.010
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,1120.0,3.0492180226701815,j.ijhydene.2019.11.194
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,2213.0,3.344981413927258,j.ijhydene.2019.11.194
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,5153.0,3.7120601424610746,j.ijhydene.2019.11.194
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,4600.0,3.662757831681574,j.ijhydene.2019.11.194
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,2332.0,3.3677285460869766,j.ijhydene.2019.11.194
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,7210.0,3.857935264719429,j.ijhydene.2019.11.194
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,2026.0,3.3066394410242617,j.ijhydene.2019.11.194
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,8.0,367.0,2.5646660642520893,j.ijhydene.2019.11.194
Ag,0.0,True,glycerol,2,False,420.0,300.0,8.0,855.0,2.931966114728173,j.ijhydene.2019.11.194
Ag,0.0,True,glycerol,2,False,420.0,300.0,8.0,2223.0,3.3469394626989906,j.ijhydene.2019.11.194
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,3042.0,3.4831592097169795,j.ijhydene.2019.11.194
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,1499.0,3.1758016328482794,j.ijhydene.2019.11.194
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,459.0,2.661812685537261,j.ijhydene.2019.11.194
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,1043.0,3.018284308426531,j.ijhydene.2019.11.194
TiO2,3.2,True,glycerol,2,False,420.0,300.0,8.0,1395.0,3.144574207609616,j.ijhydene.2019.11.194
Ag,0.0,True,glycerol,2,False,420.0,300.0,8.0,10092.0,4.003977241845537,j.ijhydene.2019.11.194
Ag,0.0,True,glycerol,2,False,420.0,300.0,8.0,11647.0,4.066214075471244,j.ijhydene.2019.11.194
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,8.0,582.0,2.7649229846498886,j.ijhydene.2019.11.194
TiO2,3.2,True,other,1,False,420.0,300.0,8.0,255.0,2.406540180433955,j.ijhydene.2019.11.194
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,8.0,115.0,2.060697840353612,j.ijhydene.2019.11.194
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,8.0,1440.0,3.1583624920952498,j.ijhydene.2019.11.194
Ag,0.0,True,glycerol,2,False,420.0,300.0,8.0,7860.0,3.895422546039408,j.ijhydene.2019.11.194
CoFe2O4 @ ZnS,2.7,False,other,1,False,420.0,300.0,-0.5,1650.0,3.2174839442139063,j.jtice.2016.06.033
CoFe2O4 @ ZnS,2.7,False,other,1,False,420.0,300.0,-0.5,900.0,2.9542425094393248,j.jtice.2016.06.033
MoS2–Bi12O17Cl2,2.7,False,none/unspecified,0,False,420.0,300.0,3.0,33000.0,4.518513939877887,j.mtphys.2020.100294
Na2Ti6O13,2.7,False,none/unspecified,0,True,420.0,300.0,3.0,213.0,2.3283796034387376,j.ijhydene.2017.04.203
Na2ZrTi5O13,2.7,False,none/unspecified,0,True,420.0,300.0,3.0,1896.0,3.2778383330020473,j.ijhydene.2017.04.203
Pt/TiO2,2.7,False,methanol,2,True,400.0,300.0,2.0,10500.0,4.021189299069938,j.apcatb.2014.05.006
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,1900.0,3.278753600952829,j.apcatb.2020.119342
oxide,2.7,False,none/unspecified,0,False,420.0,10.0,240.0,1665.0,3.2214142378423385,j.jssc.2018.08.006
TiO2,3.2,True,glycerol,2,True,420.0,300.0,16.0,11200.0,4.049218022670182,j.ica.2018.11.034
Cu/Cu2O,2.7,False,glycerol,2,True,420.0,300.0,8.0,15130.0,4.1798389280231865,j.ica.2018.11.034
TiO2-g-C3N4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,23143.0,4.364419655350235,j.ijhydene.2019.05.235
InVO4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,186.0,2.2695129442179165,j.ijhydene.2019.05.235
InVO4-g-C3N4,2.7,False,TEOA,3,False,420.0,300.0,1.0,7449.0,3.8720979742742268,j.ijhydene.2019.05.235
g-C3N4/InVO4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,212.0,2.326335860928751,j.ijhydene.2019.05.235
InVO4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,206.0,2.3138672203691533,j.ijhydene.2019.05.235
C3N4–NiS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,264.0,2.4216039268698313,j.ijhydene.2019.05.235
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,676.0,2.829946695941636,j.ijhydene.2019.05.235
reduced graphene oxide,0.0,True,none/unspecified,0,True,420.0,300.0,8.0,684.0,2.835056101720116,j.ijhydene.2019.05.235
KSr2Nb3O10,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,43000.0,4.633468455579586,j.jcis.2019.03.044
g-C3N4/graphene/MoS2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,317.0,2.5010592622177517,j.jphotochem.2019.112260
MoS2,1.8,True,none/unspecified,0,False,420.0,300.0,8.0,394.0,2.595496221825574,j.jphotochem.2019.112260
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,8.0,5980.0,3.776701183988411,j.jcis.2017.11.030
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,1071.0,3.029789470831856,j.jhazmat.2019.121947
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,12543.0,4.0984014222700775,j.jhazmat.2019.121947
Al3 +,2.7,False,other,1,False,420.0,300.0,10.0,180.0,2.255272505103306,S1010-6030(03)00029-7
Nb2O5/TiO2,2.7,False,methanol,2,True,550.0,200.0,30.0,1800.0,3.255272505103306,j.apcatb.2014.01.049
TiO2,3.2,True,methanol,2,True,550.0,200.0,30.0,1000.0,3.0,j.apcatb.2014.01.049
TiO2,3.2,True,none/unspecified,0,True,420.0,300.0,8.0,8000.0,3.9030899869919438,j.matchemphys.2021.124416
ZnO,3.3,True,none/unspecified,0,True,420.0,150.0,20.0,10250.0,4.010723865391773,j.jallcom.2020.154887
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,397.0,2.598790506763115,j.mcat.2017.02.038
BCN,2.7,False,none/unspecified,0,True,420.0,300.0,30.0,5.6,0.7481880270062004,j.mcat.2017.02.038
Pt/g-C3N4,2.7,False,none/unspecified,0,True,420.0,300.0,30.0,412.0,2.6148972160331345,j.mcat.2017.02.038
graphene/g-C3N4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,451.0,2.6541765418779604,j.mcat.2017.02.038
Ni2P/0.5-Fe3 +,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,1891.0,3.27669152884504,j.mcat.2017.02.038
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,60.0,1330.0,3.123851640967086,j.ijhydene.2019.04.276
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,60.0,14490.0,4.161068385471174,j.ijhydene.2019.04.276
Pt/SiC,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,191.8,2.282848602834645,j.jhazmat.2017.01.023
TiO2,3.2,True,ethanol,2,True,420.0,3.0,0.25,36.63,1.5638369186645449,j.ceramint.2020.08.173
TiO2/rGO,2.7,False,ethanol,2,True,420.0,3.0,0.25,241.83,2.3835101758724933,j.ceramint.2020.08.173
TiO2/rGO,2.7,False,ethanol,2,True,420.0,3.0,0.25,103.82,2.01628102454283,j.ceramint.2020.08.173
Pt,0.0,True,ethanol,2,True,420.0,300.0,40.0,720.0,2.8573324964312685,j.apsusc.2019.144549
graphene,0.0,True,ethanol,2,True,420.0,300.0,40.0,690.0,2.838849090737255,j.apsusc.2019.144549
Mn0.2Cd0.8S/CoN,2.7,False,none/unspecified,0,False,420.0,5.0,25.0,14612.0,4.164709663539879,j.jcis.2020.11.088
SrTiO3 @ 0.5Mo2C,2.7,False,TEOA,3,False,420.0,300.0,8.0,3500.0,3.5440680443502757,j.nanoen.2018.03.014
SrTiO3,3.2,True,TEOA,3,False,420.0,300.0,8.0,7930.0,3.8992731873176036,j.nanoen.2018.03.014
SrTiO3,3.2,True,TEOA,3,False,420.0,300.0,8.0,530.0,2.724275869600789,j.nanoen.2018.03.014
g-C3N4,2.7,True,TEOA,3,True,400.0,500.0,60.0,5000.0,3.6989700043360187,j.ijhydene.2014.07.160
g-C3N4,2.7,True,TEOA,3,True,400.0,500.0,60.0,538.0,2.7307822756663893,j.ijhydene.2014.07.160
TNT,2.7,False,glycerol,2,False,420.0,300.0,5.0,12.0,1.0791812460476249,j.scitotenv.2018.02.009
g-C3N4,2.7,True,methanol,2,True,420.0,300.0,24.0,103.7,2.015778756389041,j.apcatb.2017.01.070
Zn,2.7,False,methanol,2,True,420.0,300.0,24.0,223.2,2.348694190265541,j.apcatb.2017.01.070
Zn,2.7,False,methanol,2,True,420.0,300.0,24.0,340.9,2.532627001228891,j.apcatb.2017.01.070
TiO2,3.2,True,methanol,2,True,420.0,300.0,8.0,115.3,2.061829307294699,j.ijhydene.2017.04.071
TiO2,3.2,True,methanol,2,True,420.0,300.0,8.0,571.0,2.756636108245848,j.ijhydene.2017.04.071
ZnO,3.3,True,ethanol,2,False,420.0,300.0,2.0,2170000.0,6.336459733848529,j.nanoso.2019.01.009
GCN-B,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,339.4,2.530711837981657,j.ijhydene.2019.12.168
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,5.0,4700.0,3.6720978579357175,j.mtphys.2020.100261
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,5.0,3300.0,3.5185139398778875,j.mtphys.2020.100261
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,5.0,1300.0,3.113943352306837,j.mtphys.2020.100261
C2,2.7,False,ethanol,2,False,420.0,300.0,20.0,9540.0,3.979548374704095,j.apsusc.2017.03.046
Cu,0.0,True,methanol,2,False,420.0,300.0,20.0,9500.0,3.9777236052888476,j.apsusc.2017.03.046
TiO2,3.2,True,ethanol,2,False,420.0,300.0,20.0,644.0,2.808885867359812,j.apsusc.2017.03.046
TiO2,3.2,True,ethanol,2,False,420.0,300.0,20.0,172.0,2.2355284469075487,j.apsusc.2017.03.046
Ag/S-TiO2−x,2.7,False,methanol,2,False,420.0,300.0,1.0,209.2,2.3205616801952367,j.jtice.2017.11.023
MoS2/ZnIn2S4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,3060.0,3.48572142648158,j.apcatb.2016.01.061
ZnIn2S4,2.3,True,none/unspecified,0,False,420.0,300.0,20.0,183.0,2.2624510897304293,j.apcatb.2016.01.061
ZnIn2S4,2.3,True,none/unspecified,0,True,420.0,300.0,20.0,599.0,2.7774268223893115,j.apcatb.2016.01.061
ZnIn2S4,2.3,True,none/unspecified,0,True,420.0,300.0,20.0,1889.0,3.2762319579218335,j.apcatb.2016.01.061
graphene,0.0,True,none/unspecified,0,True,420.0,300.0,20.0,2564.0,3.4089180208467798,j.apcatb.2016.01.061
MoS2-graphene/ZnIn2S4,2.7,False,none/unspecified,0,True,420.0,300.0,20.0,3567.0,3.552303109338354,j.apcatb.2016.01.061
Pt/ZnIn2S4,2.7,False,none/unspecified,0,True,420.0,300.0,20.0,1532.0,3.185258765296585,j.apcatb.2016.01.061
ZnIn2S4,2.3,True,none/unspecified,0,True,420.0,300.0,20.0,4167.0,3.619823500457278,j.apcatb.2016.01.061
Na2SO3,2.7,False,none/unspecified,0,True,420.0,300.0,20.0,3770.0,3.576341350205793,j.apcatb.2016.01.061
g-C3N4,2.7,True,methanol,2,True,400.0,300.0,20.0,48.7,1.6875289612146342,j.matchemphys.2013.11.066
Cu/g-C3N4,2.7,False,methanol,2,True,465.0,300.0,40.0,25.3,1.403120521175818,j.matchemphys.2013.11.066
TiO2,3.2,True,methanol,2,True,420.0,300.0,8.0,5620.0,3.749736315569061,j.jallcom.2017.03.177
Mn0.3Cd0.7S,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,71090.0,4.851808514228238,j.cej.2021.129157
MnxCd1−xS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,10900.0,4.037426497940624,j.cej.2021.129157
Ni(OH)2/g-C3N4,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,7.6,0.8808135922807914,j.cej.2021.129157
CdS,2.4,True,none/unspecified,0,True,420.0,7.64,16.0,1520.0,3.1818435879447726,j.cej.2021.129157
Ni(OH)2/CdS,2.7,False,none/unspecified,0,True,420.0,7.64,16.0,26790.0,4.4279727136082085,j.cej.2021.129157
Ni(OH)2/Mn0.3Cd0.7S,2.7,False,none/unspecified,0,True,420.0,7.64,16.0,19550.0,4.291146761731886,j.cej.2021.129157
Pt/Mn0.3Cd0.7S,2.7,False,none/unspecified,0,True,420.0,7.64,16.0,39910.0,4.601081727784023,j.cej.2021.129157
Mn0.3Cd0.7S,2.7,False,none/unspecified,0,True,420.0,7.64,16.0,13580.0,4.1328997699444825,j.cej.2021.129157
STO,2.7,False,none/unspecified,0,False,420.0,300.0,12.0,25010.0,4.398113691730503,j.jpowsour.2019.227014
MoS2,1.8,True,none/unspecified,0,False,400.0,300.0,8.0,4146.0,3.617629297757842,j.ijhydene.2018.03.208
C @ SiCNTs,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,5.3,0.724275869600789,S1872-2067(19)63421-2
C @ SiCNTs,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,118.5,2.0737183503461227,S1872-2067(19)63421-2
SiCNTs,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,60.6,1.7824726241662863,S1872-2067(19)63421-2
SiC,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,21.1,1.3242824552976926,S1872-2067(19)63421-2
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,12300.0,4.089905111439398,j.apcatb.2018.11.070
g-C3N4,2.7,True,TEOA,3,True,510.0,300.0,3.0,1070.0,3.0293837776852097,j.apcatb.2018.11.070
BS-CN,2.7,False,TEOA,3,True,510.0,300.0,3.0,12330.0,4.090963076595732,j.apcatb.2018.11.070
g-C3N4,2.7,True,other,1,False,420.0,300.0,2.0,3319.3,3.52104650593576,j.mcat.2020.111223
OH,2.7,False,other,1,False,420.0,300.0,2.0,3128.6,3.4953500409674034,j.mcat.2020.111223
Pt,0.0,True,other,1,True,420.0,300.0,8.0,560.0,2.7481880270062002,j.apcatb.2018.06.062
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,8.0,12.5,1.0969100130080565,j.apcatb.2018.06.062
Ni,0.0,True,TEOA,3,True,420.0,300.0,8.0,1503.0,3.176958980586908,j.apcatb.2018.06.062
Ni,0.0,True,TEOA,3,True,420.0,300.0,8.0,1069.5,3.0291807889075466,j.apcatb.2018.06.062
W2N/C/TiO,2.7,False,other,1,False,357.5,300.0,5.0,6.22,0.7937903846908186,j.cej.2020.126913
C/W2N,2.7,False,other,1,False,357.5,300.0,5.0,3.21,0.5065050324048721,j.cej.2020.126913
C/TiO,2.7,False,other,1,False,357.5,300.0,5.0,1.77,0.24797326636180664,j.cej.2020.126913
C/TiO,2.7,False,other,1,False,357.5,300.0,5.0,9.99,0.9995654882259823,j.cej.2020.126913
BP-Au/LTO,2.7,False,none/unspecified,0,False,780.0,300.0,8.0,300.0,2.4771212547196626,j.cej.2020.126913
ZIS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1691.0,3.2281436075977417,j.cej.2020.126477
ZIS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,5058.0,3.703978825008386,j.cej.2020.126477
Hg,2.7,False,methanol,2,False,420.0,500.0,8.0,716.0,2.8549130223078554,j.ijhydene.2012.12.045
Xenon,2.7,False,methanol,2,False,420.0,500.0,8.0,112.0,2.0492180226701815,j.ijhydene.2012.12.045
ZC-3,2.7,False,none/unspecified,0,False,570.0,300.0,30.0,11090.0,4.04493154614916,j.apsusc.2020.147071
CdSe-DETA,2.7,False,none/unspecified,0,False,570.0,300.0,30.0,2570.0,3.4099331233312946,j.apsusc.2020.147071
g-C3N4,2.7,True,other,1,True,420.0,300.0,120.0,616.1,2.7896512087934098,j.apcatb.2019.118249
FeSe2/CNNS,2.7,False,other,1,True,420.0,300.0,120.0,1655.6,3.2189554177287225,j.apcatb.2019.118249
TiO2 @ Ti3C2Tx,2.7,False,methanol,2,True,420.0,300.0,6.0,165.0,2.2174839442139063,j.ijhydene.2019.09.190
ZnO/CdS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,3870.0,3.5877109650189114,j.ijhydene.2016.02.146
NiS,2.7,False,other,1,False,420.0,300.0,8.0,1131.0,3.053462604925455,j.ijhydene.2016.02.146
HCNT,2.7,False,TEOA,3,False,420.0,300.0,240.0,175.5,2.244277120801843,j.carbon.2019.05.020
Ti3 +,2.7,False,methanol,2,False,420.0,300.0,30.0,3157.0,3.4992745818922173,j.apsusc.2020.145723
Ti3 +,2.7,False,methanol,2,False,420.0,300.0,30.0,4543.0,3.657342736814626,j.apsusc.2020.145723
TiO2,3.2,True,methanol,2,False,420.0,300.0,30.0,2845.0,3.45408227073109,j.apsusc.2020.145723
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,1208.6,3.0822825899124378,j.apsusc.2018.10.115
g-C3N4,2.7,True,TEOA,3,False,400.0,300.0,20.0,642.2,2.8076703012304836,j.apsusc.2018.10.115
ZnO/RGO,2.7,False,none/unspecified,0,False,380.0,300.0,2.0,556.0,2.7450747915820575,j.apsusc.2015.10.190
ZnO/RGO,2.7,False,none/unspecified,0,False,380.0,300.0,2.0,238.0,2.376576957056512,j.apsusc.2015.10.190
ZnO/RGO,2.7,False,none/unspecified,0,False,380.0,300.0,2.0,333.0,2.5224442335063197,j.apsusc.2015.10.190
ZnO/RGO,2.7,False,none/unspecified,0,False,380.0,300.0,2.0,616.0,2.7895807121644256,j.apsusc.2015.10.190
CdS/KPW,2.7,False,none/unspecified,0,False,420.0,300.0,150.0,568.0,2.754348335711019,j.jcis.2020.08.079
g-C3N4/TiO2,2.7,False,methanol,2,False,420.0,300.0,4.0,71.5,1.8543060418010806,j.apsusc.2018.12.076
g-C3N4,2.7,True,methanol,2,False,420.0,300.0,4.0,1337.0,3.1261314072619846,j.apsusc.2018.12.076
Au/TiO2-g-C3N4,2.7,False,methanol,2,False,420.0,300.0,4.0,350.0,2.5440680443502757,j.apsusc.2018.12.076
ZnS-g-C3N4/TiO2,2.7,False,methanol,2,False,420.0,300.0,4.0,92.0,1.9637878273455553,j.apsusc.2018.12.076
ZnS-g-C3N4/TiO2,2.7,False,methanol,2,False,420.0,300.0,4.0,422.0,2.625312450961674,j.apsusc.2018.12.076
